Name,Enabled,Database,Type,Label,Short label,Coalition,Era,Can target point,Can rearm,Acquisition range [m],Engagement range [m],Description,Abilities (comma separate values),Notes,ChatGPT description
hms_invincible,yes,Navy Unit,Aircraft Carrier,HMS Invincible (R05),HMS Invincible,blue,Mid Cold War,yes,no,100000,74000,Ship,,"46nm >50,000ft range","HMS Invincible (R05): Invincible-class aircraft carrier, a key asset in the Royal Navy's fleet."
IMPROVED_KILO,yes,Navy Unit,Submarine,SSK 636 Improved Kilo,SSK 636 Improved Kilo,,,no,no,0,0,,,,"SSK 636 Improved Kilo: Upgraded version of the Kilo-class submarine, known for its stealth capabilities."
kilo,yes,Navy Unit,Submarine,Project 636 Varshavyanka Basic,Varshavyanka Basic,red,Late Cold War,no,no,0,0,,,,Project 636 Varshavyanka Basic: Improved Kilo-class submarine designed for stealth and anti-submarine warfare.
kuznecow,yes,Navy Unit,Aircraft Carrier,Admiral Kuznetsov,Admiral Kuznetsov,red,Late Cold War,no,no,25000,12000,,,,"Admiral Kuznetsov: Russian aircraft carrier Admiral Kuznetsov, a key element of Russia's naval aviation."
La_Combattante_II,yes,Navy Unit,Fast Attack Craft,FAC La Combattante lla,FAC La Combattante,blue,Mid Cold War,yes,no,19000,4000,,,,FAC La Combattante lla: Fast Attack Craft designed for high-speed naval operations and coastal defense.
leander-gun-achilles,yes,Navy Unit,Frigate,HMS Achilles (F12),HMS Achilles,blue,Mid Cold War,yes,no,180000,8000,Ship,,"7nm 6,000ft range","HMS Achilles (F12): Leander-class frigate HMS Achilles, providing anti-submarine and anti-air capabilities."
leander-gun-andromeda,yes,Navy Unit,Frigate,HMS Andromeda (F57),HMS Andromeda,blue,Mid Cold War,yes,no,180000,140000,Ship,,"7nm 6,000ft range","HMS Andromeda (F57): Leander-class frigate HMS Andromeda, serving in anti-submarine and anti-air roles."
leander-gun-ariadne,yes,Navy Unit,Frigate,HMS Ariadne (F72),HMS Ariadne,blue,Mid Cold War,yes,no,150000,100000,Ship,,"7nm 6,000ft range","HMS Ariadne (F72): Leander-class frigate HMS Ariadne, contributing to the Royal Navy's anti-submarine capabilities."
leander-gun-condell,yes,Navy Unit,Frigate,Almirante Condell PFG-06,Almirante Condell,,Mid Cold War,yes,no,150000,100000,Ship,,"7nm 6,000ft range","Almirante Condell PFG-06: Condell-class frigate, part of the Chilean Navy, with anti-submarine and anti-ship capabilities."
leander-gun-lynch,yes,Navy Unit,Frigate,CNS Almirante Lynch (PFG-07),CNS Almirante Lynch,,Mid Cold War,yes,no,180000,140000,Ship,,"7nm 6,000ft range","CNS Almirante Lynch (PFG-07): Lynch-class frigate, enhancing the naval capabilities of the Chilean Navy."
LHA_Tarawa,yes,Navy Unit,Aircraft Carrier,LHA-1 Tarawa,LHA-1 Tarawa,blue,Mid Cold War,yes,no,150000,20000,Ship,,"8nm 13,000ft range",LHA-1 Tarawa: Wasp-class amphibious assault ship capable of deploying Marines and their equipment.
LST_Mk2,yes,Navy Unit,Landing Ship,LST Mk.II,LST Mk.II,,,yes,no,0,4000,,,,"LST Mk.II: Landing Ship, Tank (LST) Mk.II, designed for transporting tanks and vehicles for amphibious assaults."
molniya,yes,Navy Unit,Corvette,Molniya (Tarantul-3),Molniya,,Late Cold War,yes,no,21000,2000,,,,"Molniya (Tarantul-3): Tarantul-class corvette Molniya, a fast attack craft specializing in anti-ship warfare."
moscow,yes,Navy Unit,Cruiser,Moscow,Moscow,red,Late Cold War,yes,no,160000,75000,,,,"Moscow: Slava-class cruiser Moscow, serving as a guided missile cruiser with anti-ship and anti-air capabilities."
neustrash,yes,Navy Unit,Frigate,Neustrashimy,Neustrashimy,red,Late Cold War,yes,no,27000,12000,,,,"Neustrashimy: Neustrashimy-class frigate, designed for anti-submarine warfare and escort missions."
perry,yes,Navy Unit,Frigate,Oliver H. Perry,Oliver H. Perry,blue,Mid Cold War,yes,no,150000,100000,,,,"Oliver H. Perry: Oliver Hazard Perry-class frigate, providing anti-submarine and anti-air capabilities."
PIOTR,yes,Navy Unit,Cruiser,Battlecruiser 1144.2 Pyotr Velikiy,Battlecruiser 1144.2 Pyotr Velikiy,,,yes,no,250000,190000,,,,"Battlecruiser 1144.2 Pyotr Velikiy: Kirov-class battlecruiser Pyotr Velikiy, a heavily armed surface warfare vessel."
Rezky (Krivak-2),yes,Navy Unit,Frigate,Rezky (Krivak-2),Rezky,red,Early Cold War,yes,no,30000,16000,,,,"Rezky (Krivak-2): Krivak II-class frigate Rezky, providing anti-submarine and anti-surface capabilities."
santafe,yes,Navy Unit,Submarine,ARA Santa Fe S-21,ARA Santa,,Early Cold War,no,no,0,0,,,,"ARA Santa Fe S-21: Santa Fe-class submarine, a conventional diesel-electric submarine in service with the Argentine Navy."
Schnellboot_type_S130,yes,Navy Unit,Torpedo Boat,Boat Schnellboot type S130,Boat Schnellboot type S130,,,yes,no,10000,4000,,,,"Boat Schnellboot type S130: Schnellboot-type torpedo boat S130, a high-speed vessel used for fast attack and patrol."
Seawise_Giant,yes,Navy Unit,Tanker,Tanker Seawise Giant,Seawise Giant,blue,Late Cold War,no,no,0,0,,,,"Tanker Seawise Giant: Supertanker Seawise Giant, one of the largest ships ever built, used for transporting crude oil."
Ship_Tilde_Supply,yes,Navy Unit,Transport,Supply Ship MV Tilde,Supply Ship Tilde,blue,Late Cold War,no,no,0,0,,,,"Supply Ship MV Tilde: Supply ship MV Tilde designed to replenish naval vessels at sea with fuel, ammunition, and supplies."
SOM,yes,Navy Unit,Submarine,SSK 641B Tango,SSK 641B Tango,,,no,no,0,0,,,,"SSK 641B Tango: Tango-class submarine, a diesel-electric attack submarine used for various roles."
speedboat,yes,Navy Unit,Speedboat,Boat Armed Hi-speed,Boat Armed Hi-speed,,,yes,no,5000,1000,,,,Boat Armed Hi-speed: High-speed armed patrol boat designed for coastal defense and interception.
Stennis,yes,Navy Unit,Aircraft Carrier,CVN-74 John C. Stennis,CVN-74,blue,Late Cold War,yes,no,50000,25000,,,,"CVN-74 John C. Stennis: Nimitz-class aircraft carrier, a vital element in power projection and global stability."
TICONDEROG,yes,Navy Unit,Cruiser,Ticonderoga,Ticonderoga,blue,Late Cold War,yes,no,150000,100000,Ship,,"55nm >50,000ft range",Ticonderoga: Ticonderoga-class cruiser equipped with advanced Radar and missile systems for air defense.
Type_052B,yes,Navy Unit,Destroyer,052B DDG-168 Guangzhou,Type 52B,red,Modern,yes,no,100000,30000,Ship,,"27nm 48,000ft range","052B DDG-168 Guangzhou: Luyang I-class destroyer Guangzhou, part of the People's Liberation Army Navy."
Type_052C,yes,Navy Unit,Destroyer,052C DDG-171 Haikou,Type 52C,red,Modern,yes,no,260000,100000,Ship,,"64nm >50,000ft range","052C DDG-171 Haikou: Luyang II-class destroyer Haikou, featuring advanced air defense and anti-submarine capabilities."
Type_071,yes,Navy Unit,Transport,Type 071,Type 071,red,Modern,yes,no,300000,150000,Ship,,"4nm 9,000ft range","Type 071: Amphibious transport dock ship designed for carrying troops, vehicles, and helicopters."
Type_093,yes,Navy Unit,Submarine,Type 093,Type 093,red,Modern,yes,no,40000,40000,,,,Type 093: Chinese nuclear-powered attack submarine providing strategic underwater capabilities.
Uboat_VIIC,yes,Navy Unit,Submarine,U-boat VIIC U-flak,U-boat VIIC U-flak,,,yes,no,20000,4000,,,,"U-boat VIIC U-flak: German U-boat Type VIIC, a World War II submarine designed for naval warfare."
USS_Arleigh_Burke_IIa,yes,Navy Unit,Destroyer,DDG Arleigh Burke lla,DDG Arleigh Burke,blue,Late Cold War,yes,no,150000,100000,,,"57nm >50,000ft range",DDG Arleigh Burke lla: Arleigh Burke-class destroyer equipped with advanced anti-aircraft and anti-submarine systems.
USS_Samuel_Chase,yes,Navy Unit,Landing SHip,LS Samuel Chase,LS Samuel Chase,,,yes,no,0,7000,,,,"LS Samuel Chase: Samuel Chase-class landing ship, a vessel used for amphibious warfare and logistics support."
VINSON,yes,Navy Unit,Aircraft Carrier,CVN-70 Carl Vinson,CVN-70 Carl Vinson,,,no,no,30000,15000,,,,CVN-70 Carl Vinson: Nimitz-class aircraft carrier with a focus on power projection and naval air operations.
zwezdny,yes,Navy Unit,Civilian Boat,Zwezdny,Zwezdny,,Modern,no,no,0,0,,,,"Zwezdny: Zwezdny-class transport ship, supporting naval operations with cargo and troop transport."
,yes,Navy Unit,Frigate,054A FFG-538 Yantai,Type 54A,red,Modern,yes,no,160000,45000,Ship,,"35nm >50,000ft range","054A FFG-538 Yantai: Jiangkai I-class frigate Yantai, serving as a versatile and multi-role surface combatant."
